Actual,Predicted,error,ape
100,74.954254,25.045745849609375,0.25045745849609374
33,47.54273,-14.542728424072266,0.440688740123402
33,30.311188,2.688812255859375,0.08147915926846591
83,58.33388,24.666118621826172,0.2971821520701948
33,62.97184,-29.971839904785156,0.9082375728722775
33,34.10987,-1.1098709106445312,0.033632451837713066
42,58.99843,-16.998428344726562,0.4047244843982515
50,45.793995,4.206005096435547,0.08412010192871094
66,65.40882,0.5911788940429688,0.008957255970348011
83,52.071335,30.928665161132812,0.37263452001364833
125,40.57719,84.42280960083008,0.6753824768066407
75,46.39776,28.60224151611328,0.38136322021484376
125,51.684258,73.31574249267578,0.5865259399414062
83,62.73683,20.263168334960938,0.2441345582525414
83,112.1689,-29.168899536132812,0.35143252453172064
50,62.961395,-12.961395263671875,0.2592279052734375
42,67.605675,-25.605674743652344,0.609658922467913
100,94.80079,5.199211120605469,0.05199211120605469
50,51.560368,-1.5603675842285156,0.03120735168457031
50,53.49595,-3.4959487915039062,0.06991897583007813
108,71.88999,36.110008239746094,0.3343519281457972
66,55.399387,10.60061264038086,0.16061534303607364
33,40.92603,-7.926029205322266,0.2401827031915838
50,48.806583,1.1934165954589844,0.023868331909179686
41,45.981773,-4.981773376464844,0.12150666771865473
36,59.93047,-23.930469512939453,0.6647352642483182
33,51.233364,-18.23336410522461,0.5525261850068064
84,52.19995,31.800048828125,0.37857200985863093
58,87.62387,-29.623870849609375,0.5107563939587824
50,47.156635,2.843364715576172,0.05686729431152344
42,40.83694,1.1630592346191406,0.027691886538550967
100,84.149506,15.850494384765625,0.15850494384765626
50,45.24346,4.756538391113281,0.09513076782226562
100,90.4484,9.551597595214844,0.09551597595214843
50,89.28921,-39.289207458496094,0.7857841491699219
50,49.11265,0.8873481750488281,0.017746963500976563
75,60.72071,14.279289245605469,0.19039052327473957
50,88.33021,-38.33020782470703,0.7666041564941406
75,47.218388,27.781612396240234,0.37042149861653645
50,41.541546,8.458454132080078,0.16916908264160158
50,48.671223,1.3287773132324219,0.026575546264648437
33,46.560078,-13.560077667236328,0.4109114444617069
66,62.691048,3.3089523315429688,0.05013564138701468
58,75.62793,-17.6279296875,0.30392982219827586
66,65.64923,0.35076904296875,0.005314682469223485
66,43.625595,22.374404907226562,0.3390061349579782
50,56.330044,-6.330043792724609,0.1266008758544922
50,52.098747,-2.0987472534179688,0.04197494506835937
92,62.464558,29.535442352294922,0.3210374168727709
42,44.402588,-2.402587890625,0.05720447358630952
50,55.359406,-5.359405517578125,0.1071881103515625
66,57.93364,8.066360473632812,0.12221758293383049
125,75.43533,49.564666748046875,0.396517333984375
33,64.15599,-31.155990600585938,0.9441209272904829
100,58.674534,41.32546615600586,0.4132546615600586
50,71.88428,-21.88427734375,0.437685546875
75,79.25098,-4.2509765625,0.0566796875
100,62.94344,37.05656051635742,0.37056560516357423
33,54.330685,-21.330684661865234,0.6463843836928859
33,51.381256,-18.381256103515625,0.5570077607125947
66,61.19285,4.807151794433594,0.07283563324899385
50,46.486176,3.513824462890625,0.0702764892578125
98,73.80881,24.191192626953125,0.24684890435666454
50,55.24772,-5.247718811035156,0.10495437622070312
33,44.21254,-11.212539672851562,0.3397739294803504
50,45.068336,4.931663513183594,0.09863327026367187
50,45.416306,4.5836944580078125,0.09167388916015624
75,67.93507,7.064933776855469,0.09419911702473958
66,78.3442,-12.344200134277344,0.18703333536783853
33,44.806023,-11.806022644042969,0.35775826194069604
83,88.59901,-5.599006652832031,0.06745791147990399
33,40.669197,-7.669197082519531,0.23239991159150095
100,55.490093,44.50990676879883,0.4450990676879883
33,47.584324,-14.58432388305664,0.44194920857747394
45,70.22345,-25.22344970703125,0.5605211046006945
34,38.158104,-4.158103942871094,0.12229717479032629
75,42.381817,32.61818313598633,0.43490910847981773
50,52.751545,-2.751544952392578,0.055030899047851564
34,58.602497,-24.602497100830078,0.723602855906767
100,50.602715,49.39728546142578,0.49397285461425783
41,44.488155,-3.4881553649902344,0.08507696012171304
50,71.949585,-21.9495849609375,0.43899169921875
50,48.095493,1.9045066833496094,0.03809013366699219
33,45.271843,-12.271842956542969,0.3718740289861506
66,47.349422,18.650577545166016,0.2825845082600911
50,83.02077,-33.02076721191406,0.6604153442382813
148,95.904816,52.095184326171875,0.3519944886903505
67,50.69283,16.307170867919922,0.24339060996895406
50,38.230602,11.769397735595703,0.23538795471191407
50,37.673462,12.3265380859375,0.24653076171875
75,70.322556,4.6774444580078125,0.06236592610677083
50,52.341125,-2.34112548828125,0.046822509765625
50,49.05992,0.9400787353515625,0.01880157470703125
47,46.341625,0.6583747863769531,0.014007974178233046
50,41.844715,8.155284881591797,0.16310569763183594
67,93.67683,-26.67682647705078,0.3981615892097132
100,69.90343,30.096572875976562,0.3009657287597656
42,79.2837,-37.28369903564453,0.8877071198962984
75,52.82454,22.175460815429688,0.29567281087239583
33,55.96381,-22.963809967041016,0.6958730293042732
50,49.75364,0.24636077880859375,0.004927215576171875
58,88.81664,-30.81664276123047,0.5313214269177667
33,59.324593,-26.32459259033203,0.7977149269797585
50,44.386444,5.613555908203125,0.1122711181640625
33,50.70301,-17.70301055908203,0.5364548654267283
66,50.959354,15.040645599365234,0.22788856968735205
66,63.057095,2.9429054260253906,0.04458947615189986
42,64.32535,-22.325347900390625,0.531555902390253
62,112.21071,-50.21070861816406,0.8098501390026461
50,76.80897,-26.80896759033203,0.5361793518066407
75,83.108345,-8.108345031738281,0.10811126708984375
141,61.73823,79.26176834106445,0.5621402010004571
41,53.14211,-12.142108917236328,0.29614899798137384
50,49.853966,0.14603424072265625,0.002920684814453125
67,89.91839,-22.91838836669922,0.3420654980104361
50,48.23017,1.7698287963867188,0.035396575927734375
83,55.50226,27.49774169921875,0.3312980927616717
34,62.293877,-28.29387664794922,0.8321728425867417
75,65.86703,9.132972717285156,0.12177296956380208
33,62.390217,-29.390216827392578,0.8906126311331084
42,74.931175,-32.931175231933594,0.7840756007603237
50,50.54157,-0.5415687561035156,0.010831375122070313
75,77.09122,-2.091217041015625,0.027882893880208332
41,51.549908,-10.549907684326172,0.25731482156893104
100,45.94737,54.05263137817383,0.5405263137817383
41,73.24995,-32.24994659423828,0.7865840632741045
33,50.2414,-17.24140167236328,0.5224667173443418
50,33.95108,16.048919677734375,0.3209783935546875
125,108.045074,16.954925537109375,0.135639404296875
50,59.79974,-9.799739837646484,0.1959947967529297
58,61.198975,-3.198974609375,0.055154734644396554
75,62.90564,12.0943603515625,0.16125813802083333
31,63.85204,-32.8520393371582,1.0597432044244581
50,61.775784,-11.77578353881836,0.23551567077636718
100,73.85114,26.14885711669922,0.2614885711669922
33,53.987793,-20.98779296875,0.6359937263257576
33,44.268116,-11.268115997314453,0.3414580605246804
58,64.41738,-6.417381286621094,0.110644504941743
50,44.74221,5.257789611816406,0.10515579223632812
33,60.833317,-27.833316802978516,0.8434338425145005
34,52.272118,-18.272117614746094,0.5374152239631204
75,69.1319,5.86810302734375,0.07824137369791667
66,43.051964,22.948036193847656,0.34769751808860083
75,66.86463,8.135368347167969,0.10847157796223958
50,45.941372,4.058628082275391,0.08117256164550782
35,70.545746,-35.545745849609375,1.0155927385602679
50,56.171097,-6.1710968017578125,0.12342193603515625
50,47.030384,2.969615936279297,0.05939231872558594
66,72.23417,-6.234169006347656,0.09445710615678267
34,46.862297,-12.862297058105469,0.37830285465016084
33,43.90648,-10.906478881835938,0.33049936005563446
41,49.015614,-8.015613555908203,0.19550276965629765
50,61.198975,-11.198974609375,0.2239794921875
58,63.50931,-5.509311676025391,0.09498813234526536
100,48.446552,51.55344772338867,0.5155344772338867
42,42.475346,-0.4753456115722656,0.011317752656482515
33,52.995438,-19.995437622070312,0.6059223521839489
50,85.95077,-35.950767517089844,0.7190153503417969
75,49.89878,25.101219177246094,0.33468292236328123
42,76.00603,-34.00602722167969,0.8096673148018974
33,57.90155,-24.90155029296875,0.7545924331202651
33,65.49342,-32.49342346191406,0.9846491958155776
75,81.63478,-6.6347808837890625,0.0884637451171875
50,41.314148,8.68585205078125,0.173717041015625
59,45.467304,13.532695770263672,0.22936772491972326
50,87.40149,-37.4014892578125,0.74802978515625
75,46.57655,28.423450469970703,0.3789793395996094
41,65.527145,-24.527145385742188,0.5982230581888338
33,38.96662,-5.966621398925781,0.180806709058357
50,57.50388,-7.503879547119141,0.15007759094238282
41,41.009193,-0.00919342041015625,0.00022422976610137195
75,100.59815,-25.59815216064453,0.34130869547526044
50,74.76782,-24.767822265625,0.4953564453125
50,41.17531,8.824691772460938,0.17649383544921876
33,55.392982,-22.392982482910156,0.6785752267548533
50,51.272095,-1.2720947265625,0.02544189453125
50,68.264114,-18.264114379882812,0.36528228759765624
50,50.821987,-0.8219871520996094,0.016439743041992187
80,62.148697,17.851303100585938,0.22314128875732422
33,53.909122,-20.909122467041016,0.6336097717285156
98,88.665276,9.334724426269531,0.09525229006397481
50,77.2155,-27.215499877929688,0.5443099975585938
50,101.50296,-51.502960205078125,1.0300592041015626
75,44.31284,30.68716049194336,0.4091621398925781
65,97.09743,-32.09742736816406,0.4938065748948317
41,46.52446,-5.5244598388671875,0.1347429228991997
34,38.107883,-4.107883453369141,0.12082010156968061
134,79.1895,54.81050109863281,0.40903359028830455
46,61.744774,-15.744773864746094,0.3422776927118716
33,45.545773,-12.545772552490234,0.3801749258330374
42,51.58008,-9.580078125,0.22809709821428573
50,43.651764,6.348236083984375,0.1269647216796875
75,59.782642,15.217357635498047,0.2028981018066406
34,52.03759,-18.03759002685547,0.5305173537310433
58,49.242603,8.757396697998047,0.15098959824134564
83,68.50982,14.490180969238281,0.1745804936052805
50,58.20644,-8.206439971923828,0.16412879943847655
83,92.25327,-9.253273010253906,0.11148521699101092
50,53.28814,-3.2881393432617188,0.06576278686523437
42,58.975643,-16.975643157958984,0.40418197995140437
50,55.328922,-5.328922271728516,0.10657844543457032
50,41.970436,8.029563903808594,0.16059127807617188
50,48.94612,1.0538787841796875,0.02107757568359375
100,49.17915,50.82085037231445,0.5082085037231445
50,56.617058,-6.617057800292969,0.13234115600585938
33,46.766285,-13.766284942626953,0.41716014977657434
65,66.62925,-1.6292495727539062,0.02506537804236779
50,68.119705,-18.119705200195312,0.36239410400390626
91,59.68414,31.315860748291016,0.3441303378933079
125,97.71538,27.284622192382812,0.2182769775390625
66,42.117413,23.882587432861328,0.3618573853463838
100,56.039692,43.96030807495117,0.4396030807495117
33,42.877842,-9.87784194946289,0.2993285439231179
133,64.0463,68.95369720458984,0.5184488511623296
58,50.52489,7.475109100341797,0.1288811913852034
34,44.99916,-10.999160766601562,0.3235047284294577
33,50.791233,-17.79123306274414,0.5391282746286103
50,75.42551,-25.425506591796875,0.5085101318359375
33,47.407967,-14.407966613769531,0.436605048902107
34,37.815243,-3.8152427673339844,0.1122130225686466
33,50.484173,-17.484172821044922,0.5298234188195431
67,67.92998,-0.9299774169921875,0.013880259955107277
34,49.45516,-15.455158233642578,0.4545634774600758
34,54.857197,-20.857196807861328,0.6134469649370979
50,56.98631,-6.986309051513672,0.13972618103027343
50,61.77456,-11.774559020996094,0.23549118041992187
41,62.33615,-21.336151123046875,0.5203939298304116
42,60.629112,-18.629112243652344,0.443550291515532
100,62.46552,37.534481048583984,0.37534481048583984
100,67.7948,32.2052001953125,0.322052001953125
50,50.93659,-0.9365882873535156,0.018731765747070313
33,37.169632,-4.1696319580078125,0.12635248357599432
50,72.54374,-22.543739318847656,0.4508747863769531
33,64.886925,-31.886924743652344,0.9662704467773438
75,77.886604,-2.8866043090820312,0.038488057454427085
33,41.862675,-8.862674713134766,0.2685659003980232
108,78.69663,29.303367614746094,0.27132747791431566
58,44.826347,13.173652648925781,0.2271319422228583
50,60.642704,-10.642704010009766,0.2128540802001953
33,61.793182,-28.793182373046875,0.8725206779711174
33,55.42181,-22.421810150146484,0.6794487924286814
100,76.44041,23.559593200683594,0.23559593200683593
100,84.43903,15.560966491699219,0.15560966491699219
50,69.84907,-19.84906768798828,0.3969813537597656
50,69.92306,-19.923057556152344,0.39846115112304686
50,40.884758,9.115242004394531,0.18230484008789063
58,66.09027,-8.09027099609375,0.13948743096713362
33,66.40042,-33.400421142578125,1.012133974017519
33,67.16151,-34.16150665283203,1.0351971712979404
33,51.012005,-18.012004852294922,0.5458183288574219
41,95.45773,-54.457733154296875,1.328237394007241
100,58.351616,41.64838409423828,0.41648384094238283
33,43.28555,-10.28554916381836,0.31168330799449573
33,63.521744,-30.521743774414062,0.9249013264973959
50,41.504242,8.495758056640625,0.1699151611328125
34,46.024208,-12.024208068847656,0.3536531784955193
33,80.40228,-47.40228271484375,1.4364328095407197
50,44.486515,5.513484954833984,0.11026969909667969
75,75.143394,-0.14339447021484375,0.00191192626953125
43,76.81015,-33.810150146484375,0.7862825615461483
33,42.69137,-9.691368103027344,0.2936778213038589
50,46.118843,3.8811569213867188,0.07762313842773437
100,89.89218,10.107818603515625,0.10107818603515625
42,51.599277,-9.59927749633789,0.2285542261032831
41,77.5481,-36.54810333251953,0.8914171544516959
33,64.60612,-31.606117248535156,0.9577611287434896
67,96.578896,-29.578895568847656,0.44147605326638295
75,74.87807,0.1219329833984375,0.0016257731119791667
41,53.309837,-12.309837341308594,0.30023993515386815
50,51.13729,-1.1372909545898438,0.022745819091796876
34,46.28414,-12.284141540527344,0.3612982806037454
33,40.21039,-7.21038818359375,0.21849661162405304
83,69.68693,13.313072204589844,0.16039846029626317
50,72.043144,-22.04314422607422,0.44086288452148437
59,74.2824,-15.282402038574219,0.25902376336566474
58,47.289288,10.710712432861328,0.1846674557389884
58,46.060173,11.939826965332031,0.20585908560917296
34,45.907814,-11.907814025878906,0.35022982429055605
33,38.043808,-5.0438079833984375,0.15284266616358902
100,119.76489,-19.764892578125,0.19764892578125
50,50.65649,-0.6564903259277344,0.013129806518554688
50,70.98358,-20.98358154296875,0.419671630859375
33,41.76018,-8.760181427001953,0.2654600432424834
50,65.602615,-15.602615356445312,0.31205230712890625
66,48.4778,17.522201538085938,0.2654879020922112
50,54.169838,-4.169837951660156,0.08339675903320312
50,70.29319,-20.293190002441406,0.4058638000488281
100,59.758945,40.24105453491211,0.4024105453491211
66,83.42253,-17.422531127929688,0.26397774436257104
50,46.246674,3.753326416015625,0.0750665283203125
33,37.40775,-4.407749176025391,0.13356815684925427
83,99.3951,-16.395103454589844,0.1975313669227692
50,53.35711,-3.3571090698242188,0.06714218139648437
75,61.778618,13.221382141113281,0.17628509521484376
125,73.2036,51.79640197753906,0.4143712158203125
33,45.630806,-12.630805969238281,0.3827516960375237
50,92.784454,-42.784454345703125,0.8556890869140625
92,94.62593,-2.6259307861328125,0.028542725936226223
50,52.09404,-2.0940399169921875,0.04188079833984375
100,70.58899,29.4110107421875,0.294110107421875
33,57.2172,-24.217201232910156,0.7338545828154592
50,60.906483,-10.906482696533203,0.21812965393066405
92,94.856674,-2.8566741943359375,0.031050806460173233
100,63.134567,36.86543273925781,0.36865432739257814
75,72.543655,2.4563446044921875,0.03275126139322917
50,37.790276,12.209724426269531,0.24419448852539063
58,77.50053,-19.500526428222656,0.3362159729003906
78,49.677647,28.32235336303711,0.36310709439791167
