,mode,opurp,travday,tripno,vocc,bridge1,bridge2,county,workcnty,business,occuptn,vehicle,hour,hour_sin,hour_cos,target,otime
1099,1,2,4,2,2,0,0,4,4,7,5,2,17,-0.9659258262890683,-0.25881904510252063,4.418840607796598,1700
1101,1,6,4,5,1,0,0,4,4,7,5,2,23,-0.25881904510252157,0.9659258262890681,3.2188758248682006,2300
1109,1,2,1,5,1,4,0,4,9999999,7,10,2,18,-1.0,-1.8369701987210297e-16,4.31748811353631,1833
1121,2,5,3,8,4,0,0,4,4,9,5,1,18,-1.0,-1.8369701987210297e-16,3.912023005428146,1850
1123,1,11,4,2,1,0,0,4,9999999,5,8,1,11,0.258819045102521,-0.9659258262890682,3.4965075614664802,1100
1125,1,2,4,4,1,0,0,4,9999999,5,8,1,17,-0.9659258262890683,-0.25881904510252063,3.912023005428146,1750
1129,1,3,4,4,1,0,0,4,4,5,11,2,17,-0.9659258262890683,-0.25881904510252063,3.2188758248682006,1700
1131,1,2,4,2,1,0,0,4,4,0,5,3,17,-0.9659258262890683,-0.25881904510252063,3.713572066704308,1700
1134,1,4,1,3,1,0,0,4,9999999,0,7,1,17,-0.9659258262890683,-0.25881904510252063,4.430816798843313,1766
1138,1,2,2,4,1,0,0,4,4,9,1,1,18,-1.0,-1.8369701987210297e-16,3.044522437723423,1825
1147,1,3,2,3,1,0,0,4,4,9,1,1,10,0.49999999999999994,-0.8660254037844387,3.4965075614664802,1000
1154,1,3,2,10,1,0,0,4,4,9,1,1,14,-0.4999999999999998,-0.8660254037844388,3.4965075614664802,1425
1159,1,2,2,2,1,0,0,4,4,9,2,2,16,-0.8660254037844384,-0.5000000000000004,3.5263605246161616,1666
1162,2,11,2,3,2,0,0,4,9999999,9999999,9999999,1,17,-0.9659258262890683,-0.25881904510252063,3.4965075614664802,1700
1167,23,2,3,2,0,0,0,4,4,9,12,0,16,-0.8660254037844384,-0.5000000000000004,3.6375861597263857,1650
1176,1,2,2,7,4,0,0,4,4,9,5,1,17,-0.9659258262890683,-0.25881904510252063,3.2188758248682006,1700
1180,1,2,4,2,1,0,0,4,4,4,10,1,14,-0.4999999999999998,-0.8660254037844388,4.605170185988092,1450
1188,1,10,2,4,1,0,0,4,9999999,9999999,9999999,1,11,0.258819045102521,-0.9659258262890682,3.4965075614664802,1175
1193,1,2,2,5,1,3,0,4,2,9,4,1,17,-0.9659258262890683,-0.25881904510252063,4.6913478822291435,1716
1198,6,4,2,5,6,0,0,4,4,8,5,0,13,-0.2588190451025208,-0.9659258262890683,4.804021044733257,1383
1200,8,11,2,2,0,0,0,4,9999999,9999999,9999999,0,14,-0.4999999999999998,-0.8660254037844388,3.2188758248682006,1483
1203,12,4,2,3,0,0,0,4,9999999,9999999,9999999,0,13,-0.2588190451025208,-0.9659258262890683,4.8283137373023015,1383
1205,8,11,1,2,0,0,0,4,9999999,9999999,9999999,0,14,-0.4999999999999998,-0.8660254037844388,3.2188758248682006,1475
1207,1,13,4,3,2,0,0,4,9999999,9999999,9999999,1,11,0.258819045102521,-0.9659258262890682,3.912023005428146,1125
1209,1,2,4,2,1,0,0,4,4,5,3,3,17,-0.9659258262890683,-0.25881904510252063,3.912023005428146,1750
1213,1,2,4,4,1,0,0,4,4,9,2,2,21,-0.7071067811865477,0.7071067811865474,3.713572066704308,2100
1217,1,4,3,4,1,0,0,4,9999999,7,1,1,12,1.2246467991473532e-16,-1.0,3.912023005428146,1200
1219,1,5,3,6,1,0,0,4,9999999,7,1,1,17,-0.9659258262890683,-0.25881904510252063,4.605170185988092,1700
1224,1,5,3,5,1,0,0,4,4,4,1,2,17,-0.9659258262890683,-0.25881904510252063,4.204692619390966,1791
1227,1,8,5,3,1,0,0,4,4,9,8,2,18,-1.0,-1.8369701987210297e-16,4.060443010546419,1800
1244,23,10,3,10,0,0,0,4,4,4,2,0,16,-0.8660254037844384,-0.5000000000000004,3.912023005428146,1625
1248,1,2,3,4,1,0,0,4,4,9,8,2,18,-1.0,-1.8369701987210297e-16,3.713572066704308,1850
1250,1,2,5,2,1,0,0,4,4,6,3,0,17,-0.9659258262890683,-0.25881904510252063,4.060443010546419,1700
1257,5,9,5,7,1,0,0,4,4,9,8,1,16,-0.8660254037844384,-0.5000000000000004,3.5263605246161616,1691
1273,1,10,4,6,1,0,0,4,4,9,3,2,17,-0.9659258262890683,-0.25881904510252063,3.2188758248682006,1775
1278,19,4,5,5,1,0,0,4,9999999,5,3,0,17,-0.9659258262890683,-0.25881904510252063,4.605170185988092,1700
1282,1,2,1,4,1,0,0,4,4,9,8,1,14,-0.4999999999999998,-0.8660254037844388,4.31748811353631,1475
1292,23,8,2,5,0,0,0,4,9999999,9,2,0,12,1.2246467991473532e-16,-1.0,3.912023005428146,1250
1294,1,3,2,7,1,0,0,4,9999999,9,2,1,19,-0.9659258262890684,0.2588190451025203,3.912023005428146,1950
1301,1,8,3,5,5,0,0,4,9999999,9999999,9999999,0,15,-0.7071067811865471,-0.7071067811865479,3.4965075614664802,1583
1312,2,8,3,5,5,0,0,4,9999999,9999999,9999999,0,15,-0.7071067811865471,-0.7071067811865479,3.4965075614664802,1583
1317,2,8,3,5,5,0,0,4,9999999,9999999,9999999,0,15,-0.7071067811865471,-0.7071067811865479,3.4965075614664802,1583
1319,22,11,3,2,0,0,0,4,9999999,9999999,9999999,0,14,-0.4999999999999998,-0.8660254037844388,3.4965075614664802,1475
1327,23,8,4,8,0,0,0,4,9999999,7,4,0,18,-1.0,-1.8369701987210297e-16,4.605170185988092,1800
1331,1,2,1,2,1,0,0,4,9999999,4,2,1,19,-0.9659258262890684,0.2588190451025203,3.2188758248682006,1925
1333,1,2,1,2,1,0,0,4,3,5,1,2,18,-1.0,-1.8369701987210297e-16,4.7535901911063645,1850
1346,14,2,5,6,1,0,0,4,1,7,4,2,17,-0.9659258262890683,-0.25881904510252063,3.871201010907891,1758
1348,1,4,1,2,3,0,0,4,9999999,9999999,9999999,1,9,0.7071067811865476,-0.7071067811865475,3.2188758248682006,983
1360,1,10,1,16,3,0,0,4,9999999,9999999,9999999,2,17,-0.9659258262890683,-0.25881904510252063,3.2188758248682006,1783
1368,8,2,1,7,0,0,0,4,9999999,6,1,0,18,-1.0,-1.8369701987210297e-16,4.174387269895637,1851
1372,23,11,1,4,0,0,0,4,9999999,9999999,9999999,0,15,-0.7071067811865471,-0.7071067811865479,3.4965075614664802,1500
1377,2,10,1,9,3,0,0,4,9999999,9999999,9999999,2,17,-0.9659258262890683,-0.25881904510252063,3.2188758248682006,1783
1418,14,4,4,8,1,0,0,4,4,9,2,1,11,0.258819045102521,-0.9659258262890682,4.189654742026425,1150
1424,1,4,4,17,2,0,0,4,4,9,2,1,15,-0.7071067811865471,-0.7071067811865479,4.060443010546419,1525
1426,1,2,3,2,1,0,0,4,4,9,1,2,17,-0.9659258262890683,-0.25881904510252063,3.2188758248682006,1775
1428,9,11,3,2,0,0,0,4,9999999,9999999,9999999,0,14,-0.4999999999999998,-0.8660254037844388,3.2188758248682006,1475
1430,9,11,3,2,0,0,0,4,9999999,9999999,9999999,0,14,-0.4999999999999998,-0.8660254037844388,3.2188758248682006,1475
1432,9,11,3,2,0,0,0,4,9999999,9999999,9999999,0,14,-0.4999999999999998,-0.8660254037844388,3.2188758248682006,1475
1438,1,2,5,3,3,0,0,4,4,9,8,2,14,-0.4999999999999998,-0.8660254037844388,3.7376696182833684,1433
1441,1,4,5,7,3,0,0,4,4,9,8,2,18,-1.0,-1.8369701987210297e-16,3.713572066704308,1875
1443,1,8,4,2,1,0,0,4,9999999,9999999,9999999,1,8,0.8660254037844387,-0.49999999999999983,3.912023005428146,800
1445,1,2,4,4,1,1,0,4,9999999,9999999,9999999,1,18,-1.0,-1.8369701987210297e-16,3.2188758248682006,1800
1447,23,11,4,2,0,0,0,4,9999999,9999999,9999999,0,15,-0.7071067811865471,-0.7071067811865479,3.2188758248682006,1575
1449,8,2,4,2,0,0,0,4,1,4,8,0,16,-0.8660254037844384,-0.5000000000000004,3.912023005428146,1600
1451,1,2,3,2,1,0,0,4,4,9,13,2,15,-0.7071067811865471,-0.7071067811865479,3.912023005428146,1500
1453,1,4,3,4,1,0,0,4,4,9,13,2,22,-0.5000000000000004,0.8660254037844384,3.912023005428146,2250
1457,1,4,5,5,3,0,0,4,4,4,11,0,15,-0.7071067811865471,-0.7071067811865479,3.7376696182833684,1583
1460,2,4,5,5,3,0,0,4,4,4,13,0,15,-0.7071067811865471,-0.7071067811865479,3.7376696182833684,1583
1462,14,5,3,5,0,0,0,4,9999999,9999999,9999999,0,10,0.49999999999999994,-0.8660254037844387,4.574710978503383,1016
1464,23,16,3,10,0,0,0,4,9999999,9999999,9999999,0,13,-0.2588190451025208,-0.9659258262890683,3.2188758248682006,1366
1466,23,16,3,12,0,0,0,4,9999999,9999999,9999999,0,14,-0.4999999999999998,-0.8660254037844388,3.2188758248682006,1483
1468,1,14,3,14,1,0,0,4,9999999,9999999,9999999,1,15,-0.7071067811865471,-0.7071067811865479,3.713572066704308,1550
1470,1,14,3,16,3,0,0,4,9999999,9999999,9999999,1,20,-0.8660254037844386,0.5000000000000001,3.2188758248682006,2000
1472,1,10,3,2,1,0,0,4,4,9,4,1,11,0.258819045102521,-0.9659258262890682,3.2188758248682006,1175
1474,12,11,3,4,0,0,0,4,4,9999999,9999999,0,14,-0.4999999999999998,-0.8660254037844388,3.912023005428146,1466
1476,2,2,3,8,3,0,0,4,4,9999999,9999999,1,20,-0.8660254037844386,0.5000000000000001,3.2188758248682006,2000
1478,12,11,3,2,0,0,0,4,9999999,9999999,9999999,0,15,-0.7071067811865471,-0.7071067811865479,4.31748811353631,1525
1480,23,2,3,5,0,0,0,4,9999999,9999999,9999999,0,20,-0.8660254037844386,0.5000000000000001,3.912023005428146,2000
1482,23,11,3,2,0,0,0,4,9999999,9999999,9999999,0,13,-0.2588190451025208,-0.9659258262890683,3.2188758248682006,1366
1484,23,11,3,2,0,0,0,4,9999999,9999999,9999999,0,14,-0.4999999999999998,-0.8660254037844388,3.2188758248682006,1483
1486,2,14,3,4,3,0,0,4,9999999,9999999,9999999,1,20,-0.8660254037844386,0.5000000000000001,3.2188758248682006,2000
1489,14,3,4,11,1,0,0,4,1,5,4,3,15,-0.7071067811865471,-0.7071067811865479,4.8283137373023015,1550
1491,1,2,2,2,1,0,0,4,9999999,9,2,1,16,-0.8660254037844384,-0.5000000000000004,4.31748811353631,1600
1493,1,2,2,3,2,0,0,4,4,9,2,2,13,-0.2588190451025208,-0.9659258262890683,3.2188758248682006,1300
1495,1,2,2,6,1,0,0,4,4,9,2,2,18,-1.0,-1.8369701987210297e-16,3.2188758248682006,1850
1497,1,2,4,2,2,0,0,4,3,4,2,2,17,-0.9659258262890683,-0.25881904510252063,4.189654742026425,1750
1500,2,14,4,2,5,1,0,4,9999999,9999999,9999999,1,19,-0.9659258262890684,0.2588190451025203,4.605170185988092,1950
1501,1,1,2,1,3,0,0,4,4,9,2,2,13,-0.2588190451025208,-0.9659258262890683,3.2188758248682006,1300
1503,1,10,2,2,2,0,0,4,9999999,9999999,9999999,2,11,0.258819045102521,-0.9659258262890682,4.204692619390966,1108
1505,1,13,2,4,3,0,0,4,9999999,9999999,9999999,2,13,-0.2588190451025208,-0.9659258262890683,3.5263605246161616,1316
1510,1,6,2,10,2,0,0,4,9999999,9999999,9999999,1,17,-0.9659258262890683,-0.25881904510252063,3.2188758248682006,1741
1512,1,13,2,12,3,0,0,4,9999999,9999999,9999999,1,19,-0.9659258262890684,0.2588190451025203,3.2188758248682006,1958
1514,2,11,2,2,3,0,0,4,9999999,9999999,9999999,0,14,-0.4999999999999998,-0.8660254037844388,3.5263605246161616,1466
1519,1,5,4,5,1,0,0,4,4,9,5,2,16,-0.8660254037844384,-0.5000000000000004,3.2188758248682006,1675
1525,1,2,4,8,1,0,0,4,4,5,2,1,17,-0.9659258262890683,-0.25881904510252063,3.2188758248682006,1700
1527,1,7,1,2,3,0,0,4,1,0,2,1,13,-0.2588190451025208,-0.9659258262890683,3.5263605246161616,1366
1537,1,4,1,5,1,0,0,4,9999999,9999999,9999999,1,12,1.2246467991473532e-16,-1.0,3.2188758248682006,1241
1539,23,7,1,8,0,0,0,4,9999999,9999999,9999999,0,14,-0.4999999999999998,-0.8660254037844388,3.2188758248682006,1450
1555,1,7,5,6,2,0,0,4,9999999,9999999,9999999,2,21,-0.7071067811865477,0.7071067811865474,3.2188758248682006,2125
1557,1,10,5,2,1,0,0,4,9999999,9999999,9999999,2,12,1.2246467991473532e-16,-1.0,3.2188758248682006,1225
1559,1,10,5,4,1,0,0,4,9999999,9999999,9999999,2,13,-0.2588190451025208,-0.9659258262890683,3.2188758248682006,1375
1564,2,7,5,9,2,0,0,4,9999999,9999999,9999999,2,21,-0.7071067811865477,0.7071067811865474,3.2188758248682006,2125
1574,1,2,4,2,1,0,0,4,9999999,3,5,2,16,-0.8660254037844384,-0.5000000000000004,4.31748811353631,1650
1580,1,2,4,6,1,0,0,4,4,9,13,3,23,-0.25881904510252157,0.9659258262890681,3.2188758248682006,2300
1582,23,11,4,2,0,0,0,4,9999999,9999999,9999999,0,15,-0.7071067811865471,-0.7071067811865479,3.4965075614664802,1500
1590,1,2,3,4,1,0,0,4,4,4,1,3,16,-0.8660254037844384,-0.5000000000000004,4.189654742026425,1600
1592,1,11,3,2,1,0,0,4,9999999,9999999,9999999,4,23,-0.25881904510252157,0.9659258262890681,4.127134385045092,2316
1599,1,10,5,5,1,0,0,4,9999999,9999999,9999999,2,17,-0.9659258262890683,-0.25881904510252063,4.31748811353631,1775
1603,1,2,5,4,1,0,0,4,4,9999999,9999999,2,17,-0.9659258262890683,-0.25881904510252063,4.31748811353631,1750
1605,1,2,2,2,1,0,0,4,4,0,2,1,18,-1.0,-1.8369701987210297e-16,3.044522437723423,1825
1610,1,16,3,2,1,0,0,4,9999999,9999999,9999999,2,10,0.49999999999999994,-0.8660254037844387,3.2188758248682006,1000
1614,1,2,5,4,1,0,0,4,4,1,1,5,16,-0.8660254037844384,-0.5000000000000004,4.5217885770490405,1608
1620,1,13,5,6,1,0,0,4,9999999,9999999,9999999,5,13,-0.2588190451025208,-0.9659258262890683,3.5263605246161616,1341
1624,1,4,1,4,1,0,0,4,4,9,8,1,15,-0.7071067811865471,-0.7071067811865479,3.6109179126442243,1591
1626,14,2,1,3,0,0,0,4,4,0,2,0,17,-0.9659258262890683,-0.25881904510252063,4.204692619390966,1741
1629,2,11,1,5,2,0,0,4,9999999,9999999,9999999,0,16,-0.8660254037844384,-0.5000000000000004,3.4965075614664802,1650
1631,19,2,4,2,2,0,0,4,4,0,2,0,16,-0.8660254037844384,-0.5000000000000004,3.4965075614664802,1600
1633,1,6,4,4,1,0,0,4,4,0,2,2,19,-0.9659258262890684,0.2588190451025203,3.2188758248682006,1925
1642,1,2,5,2,1,0,0,4,4,9,2,2,17,-0.9659258262890683,-0.25881904510252063,4.31748811353631,1700
1644,1,3,5,2,1,0,0,4,9999999,9999999,9999999,1,14,-0.4999999999999998,-0.8660254037844388,3.2188758248682006,1450
1646,1,5,5,4,1,0,0,4,9999999,9999999,9999999,1,17,-0.9659258262890683,-0.25881904510252063,3.912023005428146,1700
1649,1,3,5,3,1,0,0,4,4,0,3,2,16,-0.8660254037844384,-0.5000000000000004,3.2188758248682006,1600
1653,1,10,5,7,2,0,0,4,4,0,3,4,21,-0.7071067811865477,0.7071067811865474,3.2188758248682006,2100
1655,2,10,5,2,2,0,0,4,9999999,9999999,9999999,0,21,-0.7071067811865477,0.7071067811865474,3.2188758248682006,2100
1669,23,11,3,2,0,0,0,4,9999999,9999999,9999999,0,13,-0.2588190451025208,-0.9659258262890683,3.2188758248682006,1300
1677,1,8,1,5,1,0,0,4,4,3,12,1,14,-0.4999999999999998,-0.8660254037844388,3.2188758248682006,1450
1681,1,2,2,4,1,0,0,4,5,9,1,1,20,-0.8660254037844386,0.5000000000000001,3.7376696182833684,2033
1704,8,10,2,2,0,0,0,4,9999999,9999999,9999999,0,14,-0.4999999999999998,-0.8660254037844388,3.912023005428146,1450
1708,1,16,5,4,1,0,0,4,9999999,9,2,2,16,-0.8660254037844384,-0.5000000000000004,4.605170185988092,1625
1710,1,3,5,4,1,1,0,4,4,8,2,1,17,-0.9659258262890683,-0.25881904510252063,4.8283137373023015,1700
1714,1,9,3,4,1,0,0,4,9999999,9999999,9999999,1,16,-0.8660254037844384,-0.5000000000000004,3.2188758248682006,1625
1716,2,7,4,2,2,13,0,4,4,9,2,1,7,0.9659258262890683,-0.25881904510252063,3.713572066704308,775
1729,2,7,4,17,2,0,0,4,4,9,2,1,17,-0.9659258262890683,-0.25881904510252063,3.4965075614664802,1725
1734,1,7,4,5,2,0,0,4,4,9,2,1,17,-0.9659258262890683,-0.25881904510252063,3.4965075614664802,1725
1741,23,11,5,2,0,0,0,4,9999999,9999999,9999999,0,14,-0.4999999999999998,-0.8660254037844388,3.5263605246161616,1466
1743,8,2,2,4,0,0,0,4,9999999,9,2,0,17,-0.9659258262890683,-0.25881904510252063,4.204692619390966,1766
1749,2,2,3,2,2,0,0,4,1,7,13,1,18,-1.0,-1.8369701987210297e-16,3.2188758248682006,1850
1751,1,2,3,2,2,0,0,4,1,7,13,1,18,-1.0,-1.8369701987210297e-16,3.2188758248682006,1850
1753,1,2,3,2,1,1,0,4,1,9,8,2,19,-0.9659258262890684,0.2588190451025203,4.605170185988092,1900
1755,1,11,3,2,1,0,0,4,9999999,9999999,9999999,3,13,-0.2588190451025208,-0.9659258262890683,3.912023005428146,1300
1760,1,3,4,5,1,0,0,4,4,9,2,1,17,-0.9659258262890683,-0.25881904510252063,3.912023005428146,1750
1764,1,9,4,4,1,0,0,4,4,5,1,2,15,-0.7071067811865471,-0.7071067811865479,3.2188758248682006,1500
1768,1,3,4,4,1,1,0,4,4,0,8,1,18,-1.0,-1.8369701987210297e-16,4.7535901911063645,1800
1775,1,10,2,5,1,0,0,4,4,9,3,1,16,-0.8660254037844384,-0.5000000000000004,3.5263605246161616,1691
1785,1,2,4,2,1,0,0,4,9999999,3,10,1,15,-0.7071067811865471,-0.7071067811865479,4.605170185988092,1500
1788,1,4,4,3,1,0,0,4,4,0,5,1,16,-0.8660254037844384,-0.5000000000000004,3.713572066704308,1650
1792,1,2,5,4,1,0,0,4,9999999,9,5,1,17,-0.9659258262890683,-0.25881904510252063,4.189654742026425,1700
1798,1,2,2,3,2,0,0,4,4,9,10,1,17,-0.9659258262890683,-0.25881904510252063,3.4965075614664802,1700
1800,22,2,2,2,0,0,0,4,4,9,6,0,16,-0.8660254037844384,-0.5000000000000004,3.912023005428146,1650
1802,1,2,1,3,4,0,0,4,4,0,2,2,17,-0.9659258262890683,-0.25881904510252063,4.7535901911063645,1700
1804,2,2,1,3,4,0,0,4,4,0,2,2,17,-0.9659258262890683,-0.25881904510252063,4.7535901911063645,1700
1807,1,14,5,6,3,0,0,4,4,0,5,1,17,-0.9659258262890683,-0.25881904510252063,4.605170185988092,1700
1811,2,8,5,4,2,0,0,4,9999999,9999999,9999999,1,17,-0.9659258262890683,-0.25881904510252063,4.605170185988092,1700
1815,1,2,1,4,1,0,0,4,9999999,9,5,1,16,-0.8660254037844384,-0.5000000000000004,3.6375861597263857,1675
1826,23,8,3,4,0,0,0,4,4,9,1,0,18,-1.0,-1.8369701987210297e-16,3.713572066704308,1800
1835,1,2,1,2,1,0,0,4,5,9,2,1,15,-0.7071067811865471,-0.7071067811865479,4.605170185988092,1500
1837,1,2,1,2,1,0,0,4,4,4,10,2,17,-0.9659258262890683,-0.25881904510252063,3.2188758248682006,1700
1848,2,2,4,4,2,0,0,4,4,3,13,0,16,-0.8660254037844384,-0.5000000000000004,3.912023005428146,1675
1851,1,6,4,7,1,0,0,4,4,3,13,1,20,-0.8660254037844386,0.5000000000000001,3.2188758248682006,2025
1868,1,2,1,4,1,0,0,4,9999999,5,1,1,16,-0.8660254037844384,-0.5000000000000004,4.0943445622221,1610
1894,2,5,3,2,2,3,0,4,4,9,3,1,10,0.49999999999999994,-0.8660254037844387,4.605170185988092,1050
1896,1,5,3,2,2,3,0,4,4,3,13,1,10,0.49999999999999994,-0.8660254037844387,4.605170185988092,1050
1916,2,10,4,6,2,0,0,4,4,9,6,0,20,-0.8660254037844386,0.5000000000000001,3.2188758248682006,2075
1918,1,2,4,2,1,0,0,4,4,7,5,2,17,-0.9659258262890683,-0.25881904510252063,3.912023005428146,1700
1930,1,2,2,4,1,0,0,4,4,7,4,1,14,-0.4999999999999998,-0.8660254037844388,3.2188758248682006,1450
1934,1,2,2,4,1,0,0,4,5,0,2,3,17,-0.9659258262890683,-0.25881904510252063,4.418840607796598,1700
1936,1,7,2,6,3,0,0,4,5,0,2,3,19,-0.9659258262890684,0.2588190451025203,3.2188758248682006,1933
1938,1,2,2,2,1,0,0,4,4,9,2,1,16,-0.8660254037844384,-0.5000000000000004,3.2188758248682006,1658
1940,2,7,2,4,3,0,0,4,4,9,2,3,19,-0.9659258262890684,0.2588190451025203,3.2188758248682006,1933
1943,1,4,2,3,1,0,0,4,9999999,9999999,9999999,4,15,-0.7071067811865471,-0.7071067811865479,3.2188758248682006,1500
1945,2,7,2,5,3,0,0,4,9999999,9999999,9999999,3,19,-0.9659258262890684,0.2588190451025203,3.2188758248682006,1933
1950,1,8,3,3,1,0,0,4,3,5,3,3,19,-0.9659258262890684,0.2588190451025203,4.5217885770490405,1983
1956,1,2,3,6,1,0,0,4,4,9,5,2,15,-0.7071067811865471,-0.7071067811865479,3.4965075614664802,1583
1964,1,10,3,9,4,0,0,4,5,0,13,1,17,-0.9659258262890683,-0.25881904510252063,4.31748811353631,1725
1976,22,2,4,4,0,0,0,4,4,9,2,0,17,-0.9659258262890683,-0.25881904510252063,3.4965075614664802,1733
1982,1,2,5,2,1,0,0,4,3,7,8,1,14,-0.4999999999999998,-0.8660254037844388,4.605170185988092,1450
1987,1,4,2,5,6,0,0,4,9999999,9999999,9999999,1,14,-0.4999999999999998,-0.8660254037844388,4.890349128221754,1425
1993,2,4,2,4,6,0,0,4,4,5,11,1,14,-0.4999999999999998,-0.8660254037844388,4.890349128221754,1425
1998,1,2,4,2,1,0,0,4,4,4,10,1,15,-0.7071067811865471,-0.7071067811865479,3.912023005428146,1511
2013,1,2,5,3,2,0,0,4,4,9,3,1,17,-0.9659258262890683,-0.25881904510252063,4.605170185988092,1700
2015,2,2,5,2,2,0,0,4,9999999,5,5,1,17,-0.9659258262890683,-0.25881904510252063,3.912023005428146,1750
2019,1,2,1,2,1,0,0,4,5,9,2,2,18,-1.0,-1.8369701987210297e-16,3.912023005428146,1800
2021,1,8,1,2,1,0,0,4,9999999,9999999,9999999,1,12,1.2246467991473532e-16,-1.0,3.4965075614664802,1225
2026,1,2,3,5,1,0,0,4,4,9,5,1,16,-0.8660254037844384,-0.5000000000000004,4.430816798843313,1691
2033,1,2,3,7,1,0,0,4,9999999,9999999,9999999,3,17,-0.9659258262890683,-0.25881904510252063,4.0943445622221,1798
2035,1,2,3,2,1,0,0,4,9999999,9999999,9999999,2,19,-0.9659258262890684,0.2588190451025203,3.2188758248682006,1925
2038,1,10,5,3,1,0,0,4,9999999,3,11,1,19,-0.9659258262890684,0.2588190451025203,3.2188758248682006,1900
2046,23,11,2,2,0,0,0,4,9999999,9999999,9999999,0,14,-0.4999999999999998,-0.8660254037844388,3.4011973816621555,1450
2050,1,2,3,2,1,0,0,4,9999999,9,5,4,15,-0.7071067811865471,-0.7071067811865479,3.2188758248682006,1500
2052,1,8,3,4,1,0,0,4,9999999,9,5,4,18,-1.0,-1.8369701987210297e-16,3.2188758248682006,1825
2056,3,11,3,2,2,0,0,4,4,7,12,2,18,-1.0,-1.8369701987210297e-16,3.2188758248682006,1825
2059,1,4,5,3,1,0,0,4,9999999,9,8,1,14,-0.4999999999999998,-0.8660254037844388,3.7376696182833684,1458
2061,1,2,3,3,1,0,0,4,4,3,13,1,10,0.49999999999999994,-0.8660254037844387,4.31748811353631,1050
2071,1,2,3,2,7,0,0,4,9999999,9999999,9999999,3,17,-0.9659258262890683,-0.25881904510252063,3.2188758248682006,1700
2075,1,2,2,2,1,0,0,4,9999999,9,4,1,17,-0.9659258262890683,-0.25881904510252063,4.605170185988092,1750
2081,1,8,2,6,1,0,0,4,3,0,2,1,21,-0.7071067811865477,0.7071067811865474,4.605170185988092,2175
2084,1,5,2,3,1,0,0,4,9999999,9,1,1,11,0.258819045102521,-0.9659258262890682,3.7376696182833684,1141
2088,3,2,2,4,1,0,0,4,4,9,8,2,19,-0.9659258262890684,0.2588190451025203,4.605170185988092,1900
2090,1,2,2,2,1,0,0,4,4,8,5,1,17,-0.9659258262890683,-0.25881904510252063,3.4965075614664802,1700
2092,9,11,2,2,0,0,0,4,9999999,9999999,9999999,0,14,-0.4999999999999998,-0.8660254037844388,3.912023005428146,1475
2094,9,11,2,2,0,0,0,4,9999999,9999999,9999999,0,15,-0.7071067811865471,-0.7071067811865479,4.31748811353631,1525
2097,22,8,2,3,0,0,0,4,9999999,9999999,9999999,0,16,-0.8660254037844384,-0.5000000000000004,3.2188758248682006,1675
2099,1,2,4,2,1,0,0,4,4,0,1,1,17,-0.9659258262890683,-0.25881904510252063,3.2188758248682006,1700
2108,1,3,4,9,1,0,0,4,4,3,1,3,17,-0.9659258262890683,-0.25881904510252063,3.912023005428146,1700
2116,1,6,4,4,1,0,0,4,9999999,6,1,1,17,-0.9659258262890683,-0.25881904510252063,3.4965075614664802,1700
2123,2,11,1,3,4,0,0,4,9999999,9999999,9999999,0,14,-0.4999999999999998,-0.8660254037844388,3.4965075614664802,1450
2126,1,4,1,3,1,0,0,4,4,9,1,2,9,0.7071067811865476,-0.7071067811865475,3.091042453358316,913
2132,1,3,1,9,1,0,0,4,4,9,1,2,16,-0.8660254037844384,-0.5000000000000004,3.2188758248682006,1625
2134,1,2,1,3,1,0,0,4,4,9,1,1,17,-0.9659258262890683,-0.25881904510252063,3.6109179126442243,1783
2151,1,9,5,6,4,0,0,4,9999999,9,2,1,13,-0.2588190451025208,-0.9659258262890683,4.634728988229636,1340
2178,1,2,5,6,1,0,0,4,9999999,9,3,1,19,-0.9659258262890684,0.2588190451025203,3.2188758248682006,1900
2181,1,4,4,3,1,0,0,4,4,4,2,1,18,-1.0,-1.8369701987210297e-16,4.31748811353631,1800
2183,1,5,4,2,2,0,0,4,9999999,9999999,9999999,2,11,0.258819045102521,-0.9659258262890682,3.2188758248682006,1183
2185,2,4,1,2,2,0,0,4,4,9,5,1,17,-0.9659258262890683,-0.25881904510252063,3.912023005428146,1725
2187,22,4,1,2,0,0,0,4,9999999,9,13,0,9,0.7071067811865476,-0.7071067811865475,3.912023005428146,966
2189,2,2,1,4,2,0,0,4,9999999,9,13,2,22,-0.5000000000000004,0.8660254037844384,3.912023005428146,2250
2191,1,13,1,2,3,0,0,4,4,9,8,2,14,-0.4999999999999998,-0.8660254037844388,3.912023005428146,1450
2193,1,2,1,6,1,0,0,4,4,9,8,2,23,-0.25881904510252157,0.9659258262890681,3.5263605246161616,2316
2196,2,8,1,3,2,0,0,4,9999999,9999999,9999999,2,14,-0.4999999999999998,-0.8660254037844388,3.5263605246161616,1466
2200,1,2,1,2,1,0,0,4,9999999,7,8,3,15,-0.7071067811865471,-0.7071067811865479,3.912023005428146,1525
